,name,date_time,lat,lon,temp,temp_min,temp_max,humidity,wind_speed,clouds_percent
562,Adygeysk,1578240908,44.88,39.19,277.35,275.93,279.82,72,2.0,100
563,Liverpool,1578240908,53.41,-2.98,282.43,280.93,283.71,87,3.6,40
564,Slavutych,1578240908,51.52,30.76,273.2,273.2,273.2,95,4.18,100
565,Huai Thalaeng,1578240909,15.0,102.65,297.18,297.18,297.18,54,0.46,0
566,Panguna,1578240909,-6.32,155.48,294.89,294.89,294.89,92,1.05,61
567,Lerwick,1578240909,60.15,-1.15,282.65,282.15,283.15,93,9.3,75
568,Sao Lourenco da Mata,1578240909,-8.0,-35.02,302.15,302.15,302.15,66,4.1,40
569,Pasni,1578240909,25.26,63.48,294.67,294.67,294.67,73,3.74,32
570,Miracema do Tocantins,1578240910,-9.56,-48.4,297.8,297.8,297.8,88,1.51,99
571,Kyshtovka,1578240910,56.56,76.62,261.89,261.89,261.89,96,4.02,96
572,Caravelas,1578240910,-17.73,-39.27,304.14,304.14,304.14,57,5.62,92
573,Makakilo City,1578240764,21.35,-158.09,296.0,294.15,297.15,94,6.18,20
574,Homestead,1578240910,25.47,-80.48,290.77,289.15,292.04,39,3.1,20
575,Lodja,1578240910,-3.52,23.6,299.18,299.18,299.18,69,1.84,100
576,Auki,1578240910,12.18,6.51,302.83,302.83,302.83,17,5.21,42
577,Bafra,1578240911,41.57,35.91,280.15,280.15,280.15,56,2.6,40
578,Bayir,1578240911,37.27,28.22,283.15,283.15,283.15,71,4.1,75
579,Ahipara,1578240911,-35.17,173.16,291.48,291.48,291.48,100,0.45,40
